Subject,Experiment,Sex,Age,StimCond,OutcomeCond,RespCond,Running,Congruency,Load,Stimulus,Outcome,Resp,RT,Acc,Points,Discard,Error
54,OR-priming-faces,female,18,2,1,2,Training,NA,NA,S2,O2,R2,297,1,9,NA,NA
54,OR-priming-faces,female,18,2,1,2,Training,NA,NA,S2,O2,R2,332,1,9,NA,NA
54,OR-priming-faces,female,18,2,1,2,Training,NA,NA,S1,O1,R1,354,1,9,NA,NA
54,OR-priming-faces,female,18,2,1,2,Training,NA,NA,S1,O1,R1,389,1,9,NA,NA
54,OR-priming-faces,female,18,2,1,2,Training,NA,NA,S1,O1,R1,359,1,9,NA,NA
54,OR-priming-faces,female,18,2,1,2,Training,NA,NA,S2,O2,R2,502,1,8,NA,NA
54,OR-priming-faces,female,18,2,1,2,Training,NA,NA,S2,O2,R2,353,1,9,NA,NA
54,OR-priming-faces,female,18,2,1,2,Training,NA,NA,S1,O1,R1,446,1,8,NA,NA
54,OR-priming-faces,female,18,2,1,2,Training,NA,NA,S2,O2,R2,948,1,6,NA,NA
54,OR-priming-faces,female,18,2,1,2,Training,NA,NA,S2,O2,R2,373,1,9,NA,NA
54,OR-priming-faces,female,18,2,1,2,Training,NA,NA,S1,O1,R1,391,1,9,NA,NA
54,OR-priming-faces,female,18,2,1,2,Training,NA,NA,S1,O1,R1,390,1,9,NA,NA
54,OR-priming-faces,female,18,2,1,2,Training,NA,NA,S2,O2,R2,916,1,6,NA,NA
54,OR-priming-faces,female,18,2,1,2,Training,NA,NA,S1,O1,R1,375,1,9,NA,NA
54,OR-priming-faces,female,18,2,1,2,Training,NA,NA,S1,O1,R1,479,1,8,NA,NA
54,OR-priming-faces,female,18,2,1,2,Training,NA,NA,S1,O1,R1,1006,1,5,NA,NA
54,OR-priming-faces,female,18,2,1,2,Training,NA,NA,S2,O2,R2,404,1,8,NA,NA
54,OR-priming-faces,female,18,2,1,2,Training,NA,NA,S1,O1,R1,429,1,8,NA,NA
54,OR-priming-faces,female,18,2,1,2,Training,NA,NA,S1,O1,R1,378,1,9,NA,NA
54,OR-priming-faces,female,18,2,1,2,Training,NA,NA,S1,O1,R1,382,1,9,NA,NA
54,OR-priming-faces,female,18,2,1,2,Training,NA,NA,S2,O2,R2,318,1,9,NA,NA
54,OR-priming-faces,female,18,2,1,2,Training,NA,NA,S1,O1,R1,432,1,8,NA,NA
54,OR-priming-faces,female,18,2,1,2,Training,NA,NA,S2,O2,R2,338,1,9,NA,NA
54,OR-priming-faces,female,18,2,1,2,Training,NA,NA,S2,O2,R1,344,0,0,NA,NA
54,OR-priming-faces,female,18,2,1,2,Training,NA,NA,S2,O2,R2,498,1,8,NA,NA
54,OR-priming-faces,female,18,2,1,2,Training,NA,NA,S1,O1,R1,303,1,9,NA,NA
54,OR-priming-faces,female,18,2,1,2,Training,NA,NA,S2,O2,R2,314,1,9,NA,NA
54,OR-priming-faces,female,18,2,1,2,Training,NA,NA,S2,O2,R1,404,0,0,NA,NA
54,OR-priming-faces,female,18,2,1,2,Training,NA,NA,S2,O2,R2,335,1,9,NA,NA
54,OR-priming-faces,female,18,2,1,2,Training,NA,NA,S1,O1,R1,320,1,9,NA,NA
54,OR-priming-faces,female,18,2,1,2,Training,NA,NA,S2,O2,R2,592,1,8,NA,NA
54,OR-priming-faces,female,18,2,1,2,Training,NA,NA,S2,O2,R2,453,1,8,NA,NA
54,OR-priming-faces,female,18,2,1,2,Training,NA,NA,S1,O1,R1,326,1,9,NA,NA
54,OR-priming-faces,female,18,2,1,2,Training,NA,NA,S1,O1,R1,391,1,9,NA,NA
54,OR-priming-faces,female,18,2,1,2,Training,NA,NA,S1,O1,R1,526,1,8,NA,NA
54,OR-priming-faces,female,18,2,1,2,Training,NA,NA,S2,O2,R2,315,1,9,NA,NA
54,OR-priming-faces,female,18,2,1,2,Training,NA,NA,S1,O1,R1,924,1,6,NA,NA
54,OR-priming-faces,female,18,2,1,2,Training,NA,NA,S2,O2,R2,379,1,9,NA,NA
54,OR-priming-faces,female,18,2,1,2,Training,NA,NA,S2,O2,R2,395,1,9,NA,NA
54,OR-priming-faces,female,18,2,1,2,Training,NA,NA,S1,O1,R1,396,1,9,NA,NA
54,OR-priming-faces,female,18,2,1,2,Training,NA,NA,S2,O2,R2,374,1,9,NA,NA
54,OR-priming-faces,female,18,2,1,2,Training,NA,NA,S1,O1,R1,523,1,8,NA,NA
54,OR-priming-faces,female,18,2,1,2,Training,NA,NA,S2,O2,R2,432,1,8,NA,NA
54,OR-priming-faces,female,18,2,1,2,Training,NA,NA,S2,O2,R2,565,1,8,NA,NA
54,OR-priming-faces,female,18,2,1,2,Training,NA,NA,S1,O1,R1,893,1,6,NA,NA
54,OR-priming-faces,female,18,2,1,2,Training,NA,NA,S1,O1,R1,475,1,8,NA,NA
54,OR-priming-faces,female,18,2,1,2,Training,NA,NA,S1,O1,R1,455,1,8,NA,NA
54,OR-priming-faces,female,18,2,1,2,Training,NA,NA,S1,O1,R1,473,1,8,NA,NA
54,OR-priming-faces,female,18,2,1,2,Training,NA,NA,S2,O2,R2,305,1,9,NA,NA
54,OR-priming-faces,female,18,2,1,2,Training,NA,NA,S1,O1,R1,386,1,9,NA,NA
54,OR-priming-faces,female,18,2,1,2,Training,NA,NA,S1,O1,R1,451,1,8,NA,NA
54,OR-priming-faces,female,18,2,1,2,Training,NA,NA,S2,O2,R2,390,1,9,NA,NA
54,OR-priming-faces,female,18,2,1,2,Training,NA,NA,S2,O2,R2,435,1,8,NA,NA
54,OR-priming-faces,female,18,2,1,2,Training,NA,NA,S1,O1,R1,463,1,8,NA,NA
54,OR-priming-faces,female,18,2,1,2,Training,NA,NA,S2,O2,R2,356,1,9,NA,NA
54,OR-priming-faces,female,18,2,1,2,Training,NA,NA,S2,O2,R2,418,1,8,NA,NA
54,OR-priming-faces,female,18,2,1,2,Training,NA,NA,S1,O1,R1,363,1,9,NA,NA
54,OR-priming-faces,female,18,2,1,2,Training,NA,NA,S1,O1,R1,482,1,8,NA,NA
54,OR-priming-faces,female,18,2,1,2,Training,NA,NA,S2,O2,R2,438,1,8,NA,NA
54,OR-priming-faces,female,18,2,1,2,Training,NA,NA,S1,O1,R1,570,1,8,NA,NA
54,OR-priming-faces,female,18,2,1,2,Training,NA,NA,S2,O2,R2,361,1,9,NA,NA
54,OR-priming-faces,female,18,2,1,2,Training,NA,NA,S1,O1,R1,834,1,6,NA,NA
54,OR-priming-faces,female,18,2,1,2,Training,NA,NA,S2,O2,R2,428,1,8,NA,NA
54,OR-priming-faces,female,18,2,1,2,Training,NA,NA,S2,O2,R2,346,1,9,NA,NA
54,OR-priming-faces,female,18,2,1,2,Training,NA,NA,S2,O2,R2,455,1,8,NA,NA
54,OR-priming-faces,female,18,2,1,2,Training,NA,NA,S2,O2,R2,410,1,8,NA,NA
54,OR-priming-faces,female,18,2,1,2,Training,NA,NA,S2,O2,R2,444,1,8,NA,NA
54,OR-priming-faces,female,18,2,1,2,Training,NA,NA,S1,O1,R1,319,1,9,NA,NA
54,OR-priming-faces,female,18,2,1,2,Training,NA,NA,S1,O1,R1,390,1,9,NA,NA
54,OR-priming-faces,female,18,2,1,2,Training,NA,NA,S1,O1,R1,466,1,8,NA,NA
54,OR-priming-faces,female,18,2,1,2,Training,NA,NA,S1,O1,R1,478,1,8,NA,NA
54,OR-priming-faces,female,18,2,1,2,Training,NA,NA,S1,O1,R1,490,1,8,NA,NA
54,OR-priming-faces,female,18,2,1,2,Training,NA,NA,S1,O1,R1,408,1,8,NA,NA
54,OR-priming-faces,female,18,2,1,2,Training,NA,NA,S1,O1,R1,471,1,8,NA,NA
54,OR-priming-faces,female,18,2,1,2,Training,NA,NA,S2,O2,R2,452,1,8,NA,NA
54,OR-priming-faces,female,18,2,1,2,Training,NA,NA,S1,O1,R1,468,1,8,NA,NA
54,OR-priming-faces,female,18,2,1,2,Training,NA,NA,S2,O2,R2,483,1,8,NA,NA
54,OR-priming-faces,female,18,2,1,2,Training,NA,NA,S1,O1,R1,392,1,9,NA,NA
54,OR-priming-faces,female,18,2,1,2,Training,NA,NA,S2,O2,R2,441,1,8,NA,NA
54,OR-priming-faces,female,18,2,1,2,Training,NA,NA,S2,O2,R2,386,1,9,NA,NA
54,OR-priming-faces,female,18,2,1,2,Training,NA,NA,S1,O1,R1,351,1,9,NA,NA
54,OR-priming-faces,female,18,2,1,2,Training,NA,NA,S1,O1,R1,506,1,8,NA,NA
54,OR-priming-faces,female,18,2,1,2,Training,NA,NA,S2,O2,R2,361,1,9,NA,NA
54,OR-priming-faces,female,18,2,1,2,Training,NA,NA,S1,O1,R1,429,1,8,NA,NA
54,OR-priming-faces,female,18,2,1,2,Training,NA,NA,S1,O1,R1,532,1,8,NA,NA
54,OR-priming-faces,female,18,2,1,2,Training,NA,NA,S1,O1,R1,440,1,8,NA,NA
54,OR-priming-faces,female,18,2,1,2,Training,NA,NA,S2,O2,R2,462,1,8,NA,NA
54,OR-priming-faces,female,18,2,1,2,Training,NA,NA,S1,O1,R1,440,1,8,NA,NA
54,OR-priming-faces,female,18,2,1,2,Training,NA,NA,S1,O1,R1,451,1,8,NA,NA
54,OR-priming-faces,female,18,2,1,2,Training,NA,NA,S1,O1,R1,381,1,9,NA,NA
54,OR-priming-faces,female,18,2,1,2,Training,NA,NA,S1,O1,R1,595,1,8,NA,NA
54,OR-priming-faces,female,18,2,1,2,Training,NA,NA,S1,O1,R1,484,1,8,NA,NA
54,OR-priming-faces,female,18,2,1,2,Training,NA,NA,S2,O2,R2,346,1,9,NA,NA
54,OR-priming-faces,female,18,2,1,2,Training,NA,NA,S1,O1,R1,379,1,9,NA,NA
54,OR-priming-faces,female,18,2,1,2,Training,NA,NA,S2,O2,R2,411,1,8,NA,NA
54,OR-priming-faces,female,18,2,1,2,Training,NA,NA,S2,O2,R2,455,1,8,NA,NA
54,OR-priming-faces,female,18,2,1,2,Training,NA,NA,S2,O2,R2,384,1,9,NA,NA
54,OR-priming-faces,female,18,2,1,2,Training,NA,NA,S2,O2,R2,392,1,9,NA,NA
54,OR-priming-faces,female,18,2,1,2,Training,NA,NA,S1,O1,R1,441,1,8,NA,NA
54,OR-priming-faces,female,18,2,1,2,Training,NA,NA,S2,O2,R2,536,1,8,NA,NA
54,OR-priming-faces,female,18,2,1,2,Training,NA,NA,S2,O2,R2,445,1,8,NA,NA
54,OR-priming-faces,female,18,2,1,2,Training,NA,NA,S1,O1,R1,499,1,8,NA,NA
54,OR-priming-faces,female,18,2,1,2,Training,NA,NA,S1,O1,R1,389,1,9,NA,NA
54,OR-priming-faces,female,18,2,1,2,Training,NA,NA,S1,O1,R1,367,1,9,NA,NA
54,OR-priming-faces,female,18,2,1,2,Training,NA,NA,S2,O2,R2,423,1,8,NA,NA
54,OR-priming-faces,female,18,2,1,2,Training,NA,NA,S2,O2,R2,494,1,8,NA,NA
54,OR-priming-faces,female,18,2,1,2,Training,NA,NA,S2,O2,R2,457,1,8,NA,NA
54,OR-priming-faces,female,18,2,1,2,Training,NA,NA,S1,O1,R2,432,0,0,NA,NA
54,OR-priming-faces,female,18,2,1,2,Training,NA,NA,S1,O1,R1,389,1,9,NA,NA
54,OR-priming-faces,female,18,2,1,2,Training,NA,NA,S2,O2,R2,432,1,8,NA,NA
54,OR-priming-faces,female,18,2,1,2,Training,NA,NA,S1,O1,R1,390,1,9,NA,NA
54,OR-priming-faces,female,18,2,1,2,Training,NA,NA,S1,O1,R1,428,1,8,NA,NA
54,OR-priming-faces,female,18,2,1,2,Training,NA,NA,S1,O1,R1,464,1,8,NA,NA
54,OR-priming-faces,female,18,2,1,2,Training,NA,NA,S2,O2,R2,342,1,9,NA,NA
54,OR-priming-faces,female,18,2,1,2,Training,NA,NA,S1,O1,R1,393,1,9,NA,NA
54,OR-priming-faces,female,18,2,1,2,Training,NA,NA,S2,O2,R2,482,1,8,NA,NA
54,OR-priming-faces,female,18,2,1,2,Training,NA,NA,S2,O2,R2,461,1,8,NA,NA
54,OR-priming-faces,female,18,2,1,2,Training,NA,NA,S2,O2,R2,443,1,8,NA,NA
54,OR-priming-faces,female,18,2,1,2,Training,NA,NA,S2,O2,R2,431,1,8,NA,NA
54,OR-priming-faces,female,18,2,1,2,Training,NA,NA,S2,O2,R2,496,1,8,NA,NA
54,OR-priming-faces,female,18,2,1,2,Training,NA,NA,S2,O2,R2,458,1,8,NA,NA
54,OR-priming-faces,female,18,2,1,2,Training,NA,NA,S1,O1,R1,390,1,9,NA,NA
54,OR-priming-faces,female,18,2,1,2,Training,NA,NA,S2,O2,R2,410,1,8,NA,NA
54,OR-priming-faces,female,18,2,1,2,Training,NA,NA,S2,O2,R2,410,1,8,NA,NA
54,OR-priming-faces,female,18,2,1,2,Training,NA,NA,S1,O1,R1,426,1,8,NA,NA
54,OR-priming-faces,female,18,2,1,2,Training,NA,NA,S2,O2,R2,431,1,8,NA,NA
54,OR-priming-faces,female,18,2,1,2,Training,NA,NA,S2,O2,R2,411,1,8,NA,NA
54,OR-priming-faces,female,18,2,1,2,Training,NA,NA,S1,O1,R1,344,1,9,NA,NA
54,OR-priming-faces,female,18,2,1,2,Training,NA,NA,S2,O2,R2,423,1,8,NA,NA
54,OR-priming-faces,female,18,2,1,2,Training,NA,NA,S1,O1,R1,402,1,8,NA,NA
54,OR-priming-faces,female,18,2,1,2,Training,NA,NA,S2,O2,R2,364,1,9,NA,NA
54,OR-priming-faces,female,18,2,1,2,Training,NA,NA,S1,O1,R1,437,1,8,NA,NA
54,OR-priming-faces,female,18,2,1,2,Training,NA,NA,S2,O2,R2,432,1,8,NA,NA
54,OR-priming-faces,female,18,2,1,2,Training,NA,NA,S2,O2,R2,428,1,8,NA,NA
54,OR-priming-faces,female,18,2,1,2,Training,NA,NA,S2,O2,R2,430,1,8,NA,NA
54,OR-priming-faces,female,18,2,1,2,Training,NA,NA,S1,O1,R1,532,1,8,NA,NA
54,OR-priming-faces,female,18,2,1,2,Training,NA,NA,S2,O2,R1,464,0,0,NA,NA
54,OR-priming-faces,female,18,2,1,2,Training,NA,NA,S1,O1,R1,428,1,8,NA,NA
54,OR-priming-faces,female,18,2,1,2,Training,NA,NA,S2,O2,R2,514,1,8,NA,NA
54,OR-priming-faces,female,18,2,1,2,Training,NA,NA,S1,O1,R1,485,1,8,NA,NA
54,OR-priming-faces,female,18,2,1,2,Training,NA,NA,S1,O1,R1,520,1,8,NA,NA
54,OR-priming-faces,female,18,2,1,2,PracticeTest,Incongruent,Load,S2,O1,R1,1628,1,NA,FALSE,NA
54,OR-priming-faces,female,18,2,1,2,PracticeTest,Congruent,NoLoad,S2,O2,R2,660,1,NA,FALSE,NA
54,OR-priming-faces,female,18,2,1,2,PracticeTest,Incongruent,NoLoad,S2,O1,R1,707,1,NA,FALSE,NA
54,OR-priming-faces,female,18,2,1,2,PracticeTest,Congruent,NoLoad,S1,O1,R1,487,1,NA,FALSE,NA
54,OR-priming-faces,female,18,2,1,2,PracticeTest,Congruent,Load,S2,O2,NA,NA,NA,NA,TRUE,FaceResp
54,OR-priming-faces,female,18,2,1,2,PracticeTest,Incongruent,Load,S1,O2,R2,1114,1,NA,FALSE,NA
54,OR-priming-faces,female,18,2,1,2,PracticeTest,Congruent,Load,S1,O1,R1,475,1,NA,FALSE,NA
54,OR-priming-faces,female,18,2,1,2,PracticeTest,Incongruent,NoLoad,S1,O2,R2,448,1,NA,FALSE,NA
54,OR-priming-faces,female,18,2,1,2,Test,Congruent,Load,S2,O2,R2,507,1,NA,FALSE,NA
54,OR-priming-faces,female,18,2,1,2,Test,Incongruent,Load,S1,O2,R2,453,1,NA,FALSE,NA
54,OR-priming-faces,female,18,2,1,2,Test,Congruent,Load,S1,O1,R1,423,1,NA,FALSE,NA
54,OR-priming-faces,female,18,2,1,2,Test,Incongruent,NoLoad,S2,O1,R1,453,1,NA,FALSE,NA
54,OR-priming-faces,female,18,2,1,2,Test,Incongruent,Load,S2,O1,R1,364,1,NA,FALSE,NA
54,OR-priming-faces,female,18,2,1,2,Test,Incongruent,NoLoad,S1,O2,R2,382,1,NA,FALSE,NA
54,OR-priming-faces,female,18,2,1,2,Test,Congruent,NoLoad,S2,O2,R2,690,1,NA,FALSE,NA
54,OR-priming-faces,female,18,2,1,2,Test,Congruent,NoLoad,S1,O1,R1,315,1,NA,FALSE,NA
54,OR-priming-faces,female,18,2,1,2,Test,Incongruent,Load,S1,O2,R2,377,1,NA,FALSE,NA
54,OR-priming-faces,female,18,2,1,2,Test,Incongruent,NoLoad,S2,O1,R1,316,1,NA,FALSE,NA
54,OR-priming-faces,female,18,2,1,2,Test,Congruent,Load,S1,O1,R1,475,1,NA,FALSE,NA
54,OR-priming-faces,female,18,2,1,2,Test,Congruent,Load,S2,O2,R2,342,1,NA,FALSE,NA
54,OR-priming-faces,female,18,2,1,2,Test,Congruent,NoLoad,S2,O2,R2,329,1,NA,FALSE,NA
54,OR-priming-faces,female,18,2,1,2,Test,Incongruent,NoLoad,S1,O2,R1,557,0,NA,FALSE,NA
54,OR-priming-faces,female,18,2,1,2,Test,Congruent,NoLoad,S1,O1,R1,442,1,NA,FALSE,NA
54,OR-priming-faces,female,18,2,1,2,Test,Incongruent,Load,S2,O1,R1,339,1,NA,FALSE,NA
54,OR-priming-faces,female,18,2,1,2,Test,Incongruent,NoLoad,S1,O2,R2,314,1,NA,FALSE,NA
54,OR-priming-faces,female,18,2,1,2,Test,Congruent,Load,S1,O1,R1,417,1,NA,FALSE,NA
54,OR-priming-faces,female,18,2,1,2,Test,Congruent,NoLoad,S2,O2,R2,317,1,NA,FALSE,NA
54,OR-priming-faces,female,18,2,1,2,Test,Incongruent,NoLoad,S2,O1,R1,291,1,NA,FALSE,NA
54,OR-priming-faces,female,18,2,1,2,Test,Incongruent,Load,S1,O2,R2,863,1,NA,FALSE,NA
54,OR-priming-faces,female,18,2,1,2,Test,Congruent,Load,S2,O2,R2,1413,1,NA,FALSE,NA
54,OR-priming-faces,female,18,2,1,2,Test,Congruent,NoLoad,S1,O1,R1,352,1,NA,FALSE,NA
54,OR-priming-faces,female,18,2,1,2,Test,Incongruent,Load,S2,O1,R1,365,1,NA,FALSE,NA
54,OR-priming-faces,female,18,2,1,2,Test,Incongruent,NoLoad,S2,O1,R1,304,1,NA,FALSE,NA
54,OR-priming-faces,female,18,2,1,2,Test,Congruent,NoLoad,S2,O2,R2,360,1,NA,FALSE,NA
54,OR-priming-faces,female,18,2,1,2,Test,Congruent,Load,S1,O1,R1,520,1,NA,FALSE,NA
54,OR-priming-faces,female,18,2,1,2,Test,Incongruent,NoLoad,S1,O2,R2,340,1,NA,FALSE,NA
54,OR-priming-faces,female,18,2,1,2,Test,Congruent,Load,S2,O2,R2,469,1,NA,FALSE,NA
54,OR-priming-faces,female,18,2,1,2,Test,Incongruent,Load,S2,O1,R1,447,1,NA,FALSE,NA
54,OR-priming-faces,female,18,2,1,2,Test,Congruent,NoLoad,S1,O1,R1,515,1,NA,FALSE,NA
54,OR-priming-faces,female,18,2,1,2,Test,Incongruent,Load,S1,O2,NA,NA,NA,NA,TRUE,OutcomeResp
54,OR-priming-faces,female,18,2,1,2,Test,Incongruent,Load,S1,O2,R2,689,1,NA,FALSE,NA
55,OR-priming-faces,female,19,1,2,2,PracticeTraining,NA,NA,S1,O1,R1,5124,1,0,NA,NA
55,OR-priming-faces,female,19,1,2,2,PracticeTraining,NA,NA,S2,O2,R2,841,1,6,NA,NA
55,OR-priming-faces,female,19,1,2,2,PracticeTraining,NA,NA,S2,O2,R1,577,0,0,NA,NA
55,OR-priming-faces,female,19,1,2,2,PracticeTraining,NA,NA,S1,O1,R2,428,0,0,NA,NA
55,OR-priming-faces,female,19,1,2,2,Training,NA,NA,S1,O1,R2,685,0,0,NA,NA
55,OR-priming-faces,female,19,1,2,2,Training,NA,NA,S2,O2,R1,1389,0,0,NA,NA
55,OR-priming-faces,female,19,1,2,2,Training,NA,NA,S2,O2,R2,191,1,10,NA,NA
55,OR-priming-faces,female,19,1,2,2,Training,NA,NA,S1,O1,R2,6,0,0,NA,NA
55,OR-priming-faces,female,19,1,2,2,Training,NA,NA,S2,O2,R2,4665,1,0,NA,NA
55,OR-priming-faces,female,19,1,2,2,Training,NA,NA,S2,O2,R1,6,0,0,NA,NA
55,OR-priming-faces,female,19,1,2,2,Training,NA,NA,S1,O1,R2,5,0,0,NA,NA
55,OR-priming-faces,female,19,1,2,2,Training,NA,NA,S1,O1,R1,6,1,10,NA,NA
55,OR-priming-faces,female,19,1,2,2,Training,NA,NA,S2,O2,R2,6,1,10,NA,NA
55,OR-priming-faces,female,19,1,2,2,Training,NA,NA,S2,O2,R1,6,0,0,NA,NA
55,OR-priming-faces,female,19,1,2,2,Training,NA,NA,S2,O2,R2,5,1,10,NA,NA
55,OR-priming-faces,female,19,1,2,2,Training,NA,NA,S1,O1,R2,5,0,0,NA,NA
55,OR-priming-faces,female,19,1,2,2,Training,NA,NA,S2,O2,R1,6,0,0,NA,NA
55,OR-priming-faces,female,19,1,2,2,Training,NA,NA,S1,O1,R2,5,0,0,NA,NA
55,OR-priming-faces,female,19,1,2,2,Training,NA,NA,S1,O1,R1,6,1,10,NA,NA
55,OR-priming-faces,female,19,1,2,2,Training,NA,NA,S2,O2,R1,5,0,0,NA,NA
55,OR-priming-faces,female,19,1,2,2,Training,NA,NA,S1,O1,R2,5,0,0,NA,NA
55,OR-priming-faces,female,19,1,2,2,Training,NA,NA,S2,O2,R1,6,0,0,NA,NA
55,OR-priming-faces,female,19,1,2,2,Training,NA,NA,S2,O2,R2,26,1,10,NA,NA
55,OR-priming-faces,female,19,1,2,2,Training,NA,NA,S1,O1,R2,5,0,0,NA,NA
55,OR-priming-faces,female,19,1,2,2,Training,NA,NA,S1,O1,R1,6,1,10,NA,NA
55,OR-priming-faces,female,19,1,2,2,Training,NA,NA,S1,O1,R2,6,0,0,NA,NA
55,OR-priming-faces,female,19,1,2,2,Training,NA,NA,S1,O1,R1,6,1,10,NA,NA
55,OR-priming-faces,female,19,1,2,2,Training,NA,NA,S1,O1,R2,6,0,0,NA,NA
55,OR-priming-faces,female,19,1,2,2,Training,NA,NA,S1,O1,R1,6,1,10,NA,NA
55,OR-priming-faces,female,19,1,2,2,Training,NA,NA,S2,O2,R1,6,0,0,NA,NA
55,OR-priming-faces,female,19,1,2,2,Training,NA,NA,S2,O2,R2,6,1,10,NA,NA
55,OR-priming-faces,female,19,1,2,2,Training,NA,NA,S2,O2,R1,6,0,0,NA,NA
55,OR-priming-faces,female,19,1,2,2,Training,NA,NA,S2,O2,R1,5,0,0,NA,NA
55,OR-priming-faces,female,19,1,2,2,Training,NA,NA,S1,O1,R2,1808,0,0,NA,NA
55,OR-priming-faces,female,19,1,2,2,Training,NA,NA,S2,O2,R1,263,0,0,NA,NA
55,OR-priming-faces,female,19,1,2,2,Training,NA,NA,S2,O2,R1,6,0,0,NA,NA
55,OR-priming-faces,female,19,1,2,2,Training,NA,NA,S1,O1,R1,6,1,10,NA,NA
55,OR-priming-faces,female,19,1,2,2,Training,NA,NA,S1,O1,R2,5,0,0,NA,NA
55,OR-priming-faces,female,19,1,2,2,Training,NA,NA,S1,O1,R1,5,1,10,NA,NA
55,OR-priming-faces,female,19,1,2,2,Training,NA,NA,S1,O1,R1,6,1,10,NA,NA
55,OR-priming-faces,female,19,1,2,2,Training,NA,NA,S2,O2,R1,6,0,0,NA,NA
55,OR-priming-faces,female,19,1,2,2,Training,NA,NA,S1,O1,R2,6,0,0,NA,NA
55,OR-priming-faces,female,19,1,2,2,Training,NA,NA,S2,O2,R1,6,0,0,NA,NA
55,OR-priming-faces,female,19,1,2,2,Training,NA,NA,S2,O2,R2,6,1,10,NA,NA
55,OR-priming-faces,female,19,1,2,2,Training,NA,NA,S2,O2,R1,5,0,0,NA,NA
55,OR-priming-faces,female,19,1,2,2,Training,NA,NA,S2,O2,R2,6,1,10,NA,NA
55,OR-priming-faces,female,19,1,2,2,Training,NA,NA,S2,O2,R2,6,1,10,NA,NA
55,OR-priming-faces,female,19,1,2,2,Training,NA,NA,S2,O2,R2,5,1,10,NA,NA
55,OR-priming-faces,female,19,1,2,2,Training,NA,NA,S2,O2,R2,6,1,10,NA,NA
55,OR-priming-faces,female,19,1,2,2,Training,NA,NA,S1,O1,R2,6,0,0,NA,NA
55,OR-priming-faces,female,19,1,2,2,Training,NA,NA,S2,O2,R1,6,0,0,NA,NA
55,OR-priming-faces,female,19,1,2,2,Training,NA,NA,S1,O1,R2,6,0,0,NA,NA
55,OR-priming-faces,female,19,1,2,2,Training,NA,NA,S1,O1,R2,5,0,0,NA,NA
55,OR-priming-faces,female,19,1,2,2,Training,NA,NA,S2,O2,R2,39,1,10,NA,NA
55,OR-priming-faces,female,19,1,2,2,Training,NA,NA,S1,O1,R2,1151,0,0,NA,NA
55,OR-priming-faces,female,19,1,2,2,Training,NA,NA,S2,O2,R1,6,0,0,NA,NA
55,OR-priming-faces,female,19,1,2,2,Training,NA,NA,S1,O1,R2,6,0,0,NA,NA
55,OR-priming-faces,female,19,1,2,2,Training,NA,NA,S1,O1,R1,6,1,10,NA,NA
55,OR-priming-faces,female,19,1,2,2,Training,NA,NA,S1,O1,R1,5,1,10,NA,NA
55,OR-priming-faces,female,19,1,2,2,Training,NA,NA,S2,O2,R1,6,0,0,NA,NA
55,OR-priming-faces,female,19,1,2,2,Training,NA,NA,S2,O2,R2,6,1,10,NA,NA
55,OR-priming-faces,female,19,1,2,2,Training,NA,NA,S1,O1,R2,6,0,0,NA,NA
55,OR-priming-faces,female,19,1,2,2,Training,NA,NA,S2,O2,R1,5,0,0,NA,NA
55,OR-priming-faces,female,19,1,2,2,Training,NA,NA,S1,O1,R2,5,0,0,NA,NA
55,OR-priming-faces,female,19,1,2,2,Training,NA,NA,S1,O1,R2,5,0,0,NA,NA
55,OR-priming-faces,female,19,1,2,2,Training,NA,NA,S2,O2,R1,1032,0,0,NA,NA
55,OR-priming-faces,female,19,1,2,2,Training,NA,NA,S1,O1,R2,1296,0,0,NA,NA
55,OR-priming-faces,female,19,1,2,2,Training,NA,NA,S1,O1,R1,5,1,10,NA,NA
55,OR-priming-faces,female,19,1,2,2,Training,NA,NA,S1,O1,R2,6,0,0,NA,NA
55,OR-priming-faces,female,19,1,2,2,Training,NA,NA,S2,O2,R1,5,0,0,NA,NA
55,OR-priming-faces,female,19,1,2,2,Training,NA,NA,S1,O1,R2,6,0,0,NA,NA
55,OR-priming-faces,female,19,1,2,2,Training,NA,NA,S1,O1,R1,6,1,10,NA,NA
55,OR-priming-faces,female,19,1,2,2,Training,NA,NA,S1,O1,R1,6,1,10,NA,NA
55,OR-priming-faces,female,19,1,2,2,Training,NA,NA,S2,O2,R1,5,0,0,NA,NA
55,OR-priming-faces,female,19,1,2,2,Training,NA,NA,S2,O2,R2,6,1,10,NA,NA
55,OR-priming-faces,female,19,1,2,2,Training,NA,NA,S2,O2,R2,6,1,10,NA,NA
55,OR-priming-faces,female,19,1,2,2,Training,NA,NA,S1,O1,R2,5,0,0,NA,NA
55,OR-priming-faces,female,19,1,2,2,Training,NA,NA,S1,O1,R1,6,1,10,NA,NA
55,OR-priming-faces,female,19,1,2,2,Training,NA,NA,S1,O1,R1,5,1,10,NA,NA
55,OR-priming-faces,female,19,1,2,2,Training,NA,NA,S2,O2,R2,5,1,10,NA,NA
55,OR-priming-faces,female,19,1,2,2,Training,NA,NA,S1,O1,R2,6,0,0,NA,NA
55,OR-priming-faces,female,19,1,2,2,Training,NA,NA,S2,O2,R1,6,0,0,NA,NA
55,OR-priming-faces,female,19,1,2,2,Training,NA,NA,S2,O2,R2,6,1,10,NA,NA
