"ID","sex","native","blind","hours","job","income","education"
5052,"female","native","no",NA,NA,22607,"grade-school"
5053,"male","foreign","no",NA,NA,23570,"high-school"
5054,"female","native","no",NA,NA,85286,"bachelor"
5055,"female","native","no",40,"private",75740,"high-school"
5056,"female","native","no",NA,NA,10887,"grade-school"
5057,"female","native","no",40,"private",139583,"high-school"
5058,"male","native","no",40,"private",88688,"bachelor"
5059,"male","native",NA,NA,NA,11832,"grade-school"
5060,"male","native","no",NA,NA,79830,"bachelor"
5061,"female","native","no",NA,NA,248221,"bachelor"
5062,"female","native","no",NA,NA,96645,"high-school"
5063,"female","native",NA,NA,NA,42188,"grade-school"
5064,"male","native","no",19,"private",134045,"master"
5065,"female","native","no",40,"private",67752,"high-school"
5066,"female","native","no",NA,NA,176275,"high-school"
5067,"female","native","no",NA,NA,49927,"master"
5068,"female","foreign","no",20,"private",133940,"master"
5069,"female","native","no",NA,NA,417103,"bachelor"
5070,"female","native",NA,NA,NA,59457,"grade-school"
5071,"male","native",NA,NA,NA,88468,"grade-school"
5072,"male","native",NA,NA,NA,74552,"grade-school"
5073,"male","native","no",16,"private",915939,"high-school"
5074,"female","native",NA,NA,NA,121841,"grade-school"
5075,"female","native","no",40,"private",57301,"master"
5076,"male","native","no",20,"charity",74953,"high-school"
5077,"male","native","no",70,"private",72771,"high-school"
5078,"female","native","no",40,"private",49095,"high-school"
5079,"female","foreign","no",40,"private",55751,"grade-school"
5080,"female","native","no",NA,"private",17031,"high-school"
5081,"female","native","no",NA,NA,55133,"high-school"
5082,"male","native","no",NA,NA,58228,"high-school"
5083,"male","native","no",30,"private",91662,"grade-school"
5084,"male","native","no",NA,"private",62317,"high-school"
5085,"male","native","no",NA,NA,64972,"grade-school"
5086,"male","native","no",40,"private",29885,"high-school"
5087,"male","native","no",NA,NA,63628,"grade-school"
5088,"female","native",NA,NA,NA,74388,"grade-school"
5089,"male","native",NA,NA,NA,146786,"grade-school"
5090,"male","native","no",40,"private",87427,"high-school"
5091,"male","native","no",NA,NA,45302,"high-school"
5092,"female","native","no",NA,NA,77446,"high-school"
5093,"male","native","no",25,"private",90030,"high-school"
5094,"female","native",NA,NA,NA,1952,"grade-school"
5095,"male","native","no",40,"private",32292,"high-school"
5096,"male","native",NA,NA,NA,139397,"grade-school"
5097,"male","native","no",NA,NA,34463,"high-school"
5098,"female","native","no",40,"private",79665,"bachelor"
5099,"female","native","no",40,"private",56580,"bachelor"
5100,"male","native",NA,NA,NA,137441,"grade-school"
5101,"male","native","no",40,"private",49475,"bachelor"
5102,"female","foreign","yes",NA,NA,25642,"bachelor"
5103,"female","native","no",NA,"private",6291,"high-school"
5104,"female","foreign","no",NA,NA,50921,"high-school"
5105,"female","native","no",40,"charity",122679,"doctor"
5106,"female","native","no",NA,NA,66811,"high-school"
5107,"female","foreign","no",40,"private",47972,"high-school"
5108,"male","foreign","no",56,"public",61408,"high-school"
5109,"male","native","no",70,"private",41552,"high-school"
5110,"male","foreign","no",NA,"private",27709,"grade-school"
5111,"female","native","no",60,"private",53272,"doctor"
5112,"male","native","no",35,"public",24387,"grade-school"
5113,"male","native","no",40,"charity",112474,"high-school"
5114,"female","native","no",40,"charity",18621,"bachelor"
5115,"male","native","no",40,"private",14600,"high-school"
5116,"male","foreign","no",NA,NA,60108,"high-school"
5117,"female","native",NA,NA,NA,82045,"grade-school"
5118,"male","native","no",NA,NA,5560,"high-school"
5119,"male","native",NA,NA,NA,77091,"grade-school"
5120,"male","native","no",NA,NA,236112,"bachelor"
5121,"male","foreign","no",NA,NA,45352,"grade-school"
5122,"female","native","no",40,"public",40232,"high-school"
5123,"female","native","no",40,"public",101622,"bachelor"
5124,"male","native",NA,NA,NA,141172,"grade-school"
5125,"male","native","no",60,"private",142487,"high-school"
5126,"female","native","no",40,"private",69902,"high-school"
5127,"female","native","no",NA,NA,17190,"high-school"
5128,"male","native","no",50,"private",314595,"bachelor"
5129,"male","native",NA,NA,NA,71626,"grade-school"
5130,"male","native","no",NA,NA,4678,"high-school"
5131,"female","native","no",NA,NA,13670,"high-school"
5132,"female","native","no",NA,NA,82654,"high-school"
5133,"male","native","no",42,"public",88707,"high-school"
5134,"female","native","no",NA,NA,123714,"bachelor"
5135,"female","foreign","no",NA,"private",33389,"high-school"
5136,"male","native","no",NA,NA,23606,"high-school"
5137,"male","native","no",40,"private",90840,"bachelor"
5138,"male","native","no",24,"private",38725,"high-school"
5139,"male","foreign","no",NA,"private",632159,"bachelor"
5140,"female","native","no",NA,NA,43082,"high-school"
5141,"female","native","no",25,"private",190911,"master"
5142,"male","native","no",NA,NA,112837,"high-school"
5143,"female","native",NA,NA,NA,31763,"grade-school"
5144,"male","native","no",NA,NA,72212,"high-school"
5145,"male","native","no",40,"private",121966,"high-school"
5146,"female","native","no",NA,NA,40676,"high-school"
5147,"female","native","no",NA,NA,112078,"high-school"
5148,"male","native","no",40,"private",104274,"bachelor"
5149,"female","native","no",NA,NA,15075,"high-school"
5150,"female","native",NA,NA,NA,19570,"grade-school"
5151,"female","native","no",40,"public",21116,"bachelor"
5152,"female","native","no",20,"private",16225,"bachelor"
5153,"male","native","no",40,"private",42890,"high-school"
5154,"male","native","no",40,"private",24466,"high-school"
5155,"female","foreign","no",40,"private",73017,"master"
5156,"male","native","no",30,"charity",76492,"high-school"
5157,"female","native","no",40,"private",38007,"high-school"
5158,"female","native",NA,NA,NA,12370,"grade-school"
5159,"female","native",NA,NA,NA,51936,"grade-school"
5160,"female","native","no",NA,NA,19854,"grade-school"
5161,"female","native","no",50,"public",111511,"master"
5162,"female","native",NA,NA,NA,39811,"grade-school"
5163,"female","native","no",40,"private",537731,"high-school"
5164,"male","native",NA,NA,NA,116221,"grade-school"
5165,"female","native","no",NA,NA,61016,"high-school"
5166,"female","native","no",NA,NA,92415,"grade-school"
5167,"female","native",NA,NA,NA,70309,"grade-school"
5168,"female","native","no",NA,NA,63877,"high-school"
5169,"female","native","no",NA,NA,160707,"doctor"
5170,"female","native","no",4,"private",59972,"grade-school"
5171,"male","native","no",40,"private",83602,"high-school"
5172,"female","native","no",30,"private",89960,"high-school"
5173,"male","native","no",NA,"private",9700,"high-school"
5174,"female","native","no",15,"public",136458,"high-school"
5175,"male","native","no",40,"public",49900,"high-school"
5176,"male","native","no",NA,"private",69940,"master"
5177,"male","native","no",NA,NA,138045,"high-school"
5178,"female","native",NA,NA,NA,19636,"grade-school"
5179,"female","native","no",NA,NA,127689,"bachelor"
5180,"female","native","no",38,"private",50119,"high-school"
5181,"female","native","no",12,"private",42973,"high-school"
5182,"female","native","no",40,"private",204753,"master"
5183,"female","native","no",40,"private",91861,"high-school"
5184,"male","native","no",55,"private",134427,"master"
5185,"male","native","no",NA,"private",41352,"high-school"
5186,"female","foreign","no",NA,NA,5685,"master"
5187,"male","foreign","no",40,"private",228,"master"
5188,"male","native","no",42,"private",91574,"high-school"
5189,"female","foreign","no",40,"private",26935,"high-school"
5190,"male","native","no",NA,NA,32986,"bachelor"
5191,"male","native","no",40,"private",126519,"high-school"
5192,"male","native","no",40,"private",66874,"high-school"
5193,"female","native","no",NA,NA,27464,"high-school"
5194,"female","native","no",40,"private",128891,"bachelor"
5195,"female","native","no",NA,NA,40005,"high-school"
5196,"male","native","no",25,"private",3199,"high-school"
5197,"female","native","yes",NA,NA,118112,"bachelor"
5198,"male","native","no",40,"private",85036,"high-school"
5199,"male","native",NA,NA,NA,75450,"grade-school"
5200,"male","native","no",10,"private",149545,"high-school"
5201,"male","foreign","no",NA,"private",90404,"bachelor"
5202,"male","native",NA,NA,NA,66923,"grade-school"
5203,"male","native",NA,NA,NA,105759,"grade-school"
5204,"male","native","no",NA,"private",138659,"high-school"
5205,"male","native","no",NA,NA,61957,"bachelor"
5206,"female","native","no",NA,NA,9432,"grade-school"
5207,"male","foreign",NA,NA,NA,85649,"grade-school"
5208,"female","native","no",40,"private",25830,"high-school"
5209,"female","native","no",NA,NA,27403,"high-school"
5210,"female","native","no",NA,NA,133502,"high-school"
5211,"female","native","no",50,"private",1218,"high-school"
5212,"female","native","no",NA,"private",64048,"high-school"
5213,"male","native",NA,NA,NA,41905,"grade-school"
5214,"male","native","no",40,"public",518440,"bachelor"
5215,"male","native","no",50,"private",118075,"high-school"
5216,"female","native","no",45,"public",180582,"master"
5217,"female","native","no",NA,NA,82704,"grade-school"
5218,"male","native","no",NA,"private",93379,"high-school"
5219,"male","native",NA,NA,NA,68049,"grade-school"
5220,"male","native",NA,NA,NA,79772,"grade-school"
5221,"male","native","no",45,"public",50291,"bachelor"
5222,"female","native","no",NA,NA,36803,"high-school"
5223,"male","foreign","no",NA,NA,32808,"high-school"
5224,"female","native",NA,NA,NA,75501,"grade-school"
5225,"female","native","no",NA,NA,136983,"bachelor"
5226,"female","native","no",NA,NA,135262,"grade-school"
5227,"female","native","no",40,"private",75190,"high-school"
5228,"male","native","no",NA,NA,93379,"master"
5229,"female","native","no",40,"public",86084,"high-school"
5230,"female","native","no",50,"charity",144528,"doctor"
5231,"male","native",NA,NA,NA,77276,"grade-school"
5232,"male","native","no",NA,NA,79887,"bachelor"
5233,"male","native","no",92,"private",57247,"grade-school"
5234,"female","native",NA,NA,NA,29688,"grade-school"
5235,"female","native",NA,NA,NA,30900,"grade-school"
5236,"male","native",NA,NA,NA,8885,"grade-school"
5237,"male","native","no",40,"private",13793,"grade-school"
5238,"female","native","no",32,"private",97668,"high-school"
5239,"female","foreign","no",NA,NA,24306,"grade-school"
5240,"male","foreign","no",40,"private",76450,"high-school"
5241,"female","native",NA,NA,NA,40338,"grade-school"
5242,"female","native","no",40,"private",82306,"high-school"
5243,"male","native","no",40,"public",142867,"master"
5244,"male","native","no",NA,NA,322754,"high-school"
5245,"female","native","no",40,"charity",95095,"bachelor"
5246,"female","native","yes",NA,NA,22691,"grade-school"
5247,"male","native","no",40,"private",66234,"high-school"
5248,"female","native","no",40,"public",396901,"master"
5249,"female","native","no",NA,NA,56462,"high-school"
5250,"male","native",NA,NA,NA,78566,"grade-school"
5251,"female","native","no",NA,"private",49801,"high-school"
5252,"female","native","no",NA,"private",117250,"high-school"
5253,"female","native","no",NA,NA,26684,"high-school"
5254,"female","native","no",NA,NA,103582,"high-school"
5255,"female","foreign","no",NA,NA,63720,"grade-school"
5256,"female","native","no",25,"private",535987,"grade-school"
5257,"male","native","yes",40,"private",39332,"high-school"
5258,"male","native","no",NA,NA,56512,"high-school"
5259,"male","native","no",55,"private",57710,"master"
5260,"male","native","no",NA,"private",160862,"bachelor"
5261,"male","native",NA,NA,NA,30230,"grade-school"
5262,"female","native","no",50,"public",620325,"bachelor"
5263,"female","native","no",NA,NA,69524,"high-school"
5264,"male","native","no",35,"charity",38643,"high-school"
5265,"female","native","no",NA,NA,432995,"high-school"
5266,"female","native","no",NA,NA,0,"bachelor"
5267,"female","native","no",NA,NA,44775,"bachelor"
5268,"male","native","no",40,"private",34051,"grade-school"
5269,"male","native","no",40,"private",190658,"bachelor"
5270,"male","native","no",40,"private",18921,"bachelor"
5271,"female","native","no",10,"private",26093,"high-school"
5272,"male","foreign","no",40,"private",43685,"high-school"
5273,"male","native","no",NA,"private",46071,"high-school"
5274,"male","native","no",NA,"private",43840,"bachelor"
5275,"female","native","no",40,"private",84461,"high-school"
5276,"male","foreign","no",NA,"private",15880,"grade-school"
5277,"female","native","no",27,"private",28437,"high-school"
5278,"female","foreign","no",NA,"charity",10196,"doctor"
5279,"male","native","no",NA,NA,93190,"high-school"
5280,"male","native",NA,NA,NA,36323,"grade-school"
5281,"male","native","no",40,"private",37860,"grade-school"
5282,"male","native","no",30,"private",170481,"high-school"
5283,"female","native","no",NA,NA,1908742,"master"
5284,"female","native","no",12,"private",121901,"bachelor"
5285,"female","native",NA,NA,NA,75035,"grade-school"
5286,"female","native",NA,NA,NA,71748,"grade-school"
5287,"female","native","no",25,"private",24242,"grade-school"
5288,"female","native","no",NA,NA,107136,"grade-school"
5289,"male","native","no",36,"private",11365,"high-school"
5290,"male","native","no",NA,NA,45709,"high-school"
5291,"male","foreign","no",NA,NA,1186,"bachelor"
5292,"male","native","no",NA,NA,6766,"high-school"
5293,"female","native","no",NA,NA,81701,"bachelor"
5294,"male","native","no",55,"private",113229,"bachelor"
5295,"male","native","no",40,"private",116262,"master"
5296,"female","native",NA,NA,NA,28126,"grade-school"
5297,"male","native","no",40,"public",47320,"bachelor"
5298,"female","native","no",NA,"private",13235,"high-school"
5299,"female","native","no",NA,NA,21177,"grade-school"
5300,"female","native","no",40,"private",26798,"high-school"
5301,"male","native","no",40,"public",111161,"master"
5302,"female","foreign","no",NA,"private",74887,"bachelor"
5303,"male","native","no",40,"public",43641,"master"
5304,"female","native","no",40,"public",108664,"master"
5305,"male","native","no",60,"private",31148,"bachelor"
5306,"male","native","no",50,"private",99812,"high-school"
5307,"male","native",NA,NA,NA,74040,"grade-school"
5308,"male","native","no",NA,NA,12125,"grade-school"
5309,"male","native","no",NA,"private",34828,"high-school"
5310,"male","native","no",0,"private",49990,"high-school"
5311,"female","native",NA,NA,NA,93587,"grade-school"
5312,"female","native","no",20,"private",119493,"high-school"
5313,"male","native","no",NA,NA,18167,"bachelor"
5314,"female","native",NA,NA,NA,90429,"grade-school"
5315,"male","native","no",50,"private",115490,"bachelor"
5316,"female","native",NA,NA,NA,88606,"grade-school"
5317,"female","native",NA,NA,NA,495007,"grade-school"
5318,"female","native",NA,NA,NA,35347,"grade-school"
5319,"female","native",NA,NA,NA,63436,"grade-school"
5320,"female","native","no",NA,NA,18834,"high-school"
5321,"female","native","no",50,"private",96322,"master"
5322,"female","native","no",40,"private",54820,"master"
5323,"male","native","no",NA,NA,78590,"bachelor"
5324,"male","native","no",60,"private",34422,"grade-school"
5325,"male","native","no",40,"charity",38942,"high-school"
5326,"male","native",NA,NA,NA,252037,"grade-school"
5327,"female","native",NA,NA,NA,126103,"grade-school"
5328,"male","native",NA,NA,NA,76451,"grade-school"
5329,"female","native","no",NA,NA,110702,"grade-school"
5330,"male","native","no",45,"private",141832,"grade-school"
5331,"female","native","no",NA,"private",23891,"high-school"
5332,"female","native","no",40,"public",122551,"high-school"
5333,"female","native","no",NA,NA,31886,"high-school"
5334,"female","native",NA,NA,NA,118743,"grade-school"
5335,"male","native","no",4,"private",86011,"grade-school"
5336,"male","native","no",40,"private",787148,"bachelor"
5337,"female","native","no",8,"private",19062,"grade-school"
5338,"female","native",NA,NA,NA,67274,"grade-school"
5339,"male","native",NA,NA,NA,61904,"grade-school"
5340,"male","native",NA,NA,NA,156553,"grade-school"
5341,"male","native","no",40,"private",143869,"bachelor"
5342,"female","native","no",40,"private",54602,"high-school"
5343,"male","native","no",55,"private",24051,"bachelor"
5344,"female","native","no",NA,NA,45138,"high-school"
5345,"male","native","no",45,"private",62775,"bachelor"
5346,"female","native","no",NA,NA,34625,"high-school"
5347,"male","foreign","no",40,"private",115952,"grade-school"
5348,"female","native",NA,NA,NA,43156,"grade-school"
5349,"male","native",NA,NA,NA,66103,"grade-school"
5350,"male","native","no",NA,NA,19108,"high-school"
5351,"male","native","no",40,"private",168589,"high-school"
5352,"female","native",NA,NA,NA,89433,"grade-school"
5353,"male","native",NA,NA,NA,208877,"grade-school"
5354,"female","native","no",NA,NA,21153,"high-school"
5355,"male","native","no",NA,NA,61968,"grade-school"
5356,"female","native","no",40,"private",141886,"high-school"
5357,"male","native","no",40,"private",41326,"high-school"
5358,"female","native","no",40,"public",83155,"bachelor"
5359,"male","native","no",40,"private",12263,"high-school"
5360,"female","native","no",NA,NA,16852,"high-school"
5361,"male","native","no",30,"private",55196,"high-school"
5362,"female","foreign","no",35,"public",66844,"master"
5363,"male","native",NA,NA,NA,30477,"grade-school"
5364,"female","native","no",40,"public",254451,"master"
5365,"male","native",NA,NA,NA,112564,"grade-school"
5366,"male","native","no",45,"public",109023,"master"
5367,"female","native","no",40,"private",14924,"high-school"
5368,"male","native","no",40,"private",93359,"high-school"
5369,"male","native","no",40,"private",54563,"high-school"
5370,"female","foreign","no",NA,NA,0,"high-school"
5371,"female","native","no",40,"private",131002,"high-school"
5372,"male","native","no",NA,"private",11145,"high-school"
5373,"female","native","no",NA,NA,92420,"high-school"
5374,"male","foreign",NA,NA,NA,18330,"grade-school"
5375,"female","foreign","no",NA,NA,16661,"high-school"
5376,"female","native","no",NA,NA,18071,"doctor"
5377,"male","native","no",NA,"private",950,"bachelor"
5378,"female","native",NA,NA,NA,99316,"grade-school"
5379,"male","native","no",35,"private",49771,"high-school"
5380,"male","native","no",40,"private",32749,"master"
5381,"male","native","no",20,"private",45112,"high-school"
5382,"male","native","no",70,"private",297168,"bachelor"
5383,"male","foreign","no",50,"private",104678,"high-school"
5384,"male","native","no",38,"private",36165,"high-school"
5385,"female","native","no",40,"private",21659,"high-school"
5386,"male","native","no",NA,NA,21359,"grade-school"
5387,"female","native",NA,NA,NA,17901,"grade-school"
5388,"female","native",NA,NA,NA,84937,"grade-school"
5389,"female","native","no",NA,NA,32629,"grade-school"
5390,"female","native","no",NA,NA,67111,"high-school"
5391,"female","native",NA,NA,NA,0,"grade-school"
5392,"male","native","no",40,"private",13602,"high-school"
5393,"male","foreign","no",NA,NA,219040,"grade-school"
5394,"male","native","no",NA,NA,71062,"bachelor"
5395,"female","native",NA,NA,NA,440198,"grade-school"
5396,"female","native",NA,NA,NA,45746,"grade-school"
5397,"male","native","no",50,"private",499916,"bachelor"
5398,"male","native","no",NA,NA,62801,"grade-school"
5399,"male","native","no",40,"private",41839,"grade-school"
5400,"male","native","no",NA,NA,34181,"high-school"
5401,"male","native","no",NA,"charity",10047,"bachelor"
5402,"male","native","no",NA,NA,15515,"bachelor"
5403,"female","native","no",NA,NA,47513,"grade-school"
5404,"male","foreign","no",NA,NA,19285,"high-school"
5405,"male","native","no",NA,"public",127418,"high-school"
5406,"male","native","no",NA,"private",58238,"high-school"
5407,"female","foreign","no",NA,NA,28414,"high-school"
5408,"female","native","no",NA,NA,25394,"bachelor"
5409,"male","native",NA,NA,NA,42965,"grade-school"
5410,"male","native","no",30,"charity",23734,"high-school"
5411,"male","native",NA,NA,NA,69874,"grade-school"
5412,"female","native","no",20,"private",65155,"high-school"
5413,"female","native","no",20,"private",118438,"high-school"
5414,"female","native","no",NA,NA,19249,"high-school"
5415,"male","foreign","no",40,"private",31757,"grade-school"
5416,"male","native","no",NA,NA,4886,"grade-school"
5417,"male","native",NA,NA,NA,49169,"high-school"
5418,"male","native","no",NA,NA,41299,"grade-school"
5419,"female","native",NA,NA,NA,520,"grade-school"
5420,"male","foreign","no",NA,"private",34491,"high-school"
5421,"female","native","no",40,"charity",51339,"bachelor"
5422,"male","native","no",NA,NA,5528,"high-school"
5423,"female","native","no",NA,NA,81672,"master"
5424,"male","native","no",15,"private",119973,"master"
5425,"male","native","no",NA,NA,143725,"bachelor"
5426,"female","native","no",NA,NA,14915,"high-school"
5427,"male","native","no",15,"private",5956,"high-school"
5428,"female","native","no",NA,NA,42538,"grade-school"
5429,"female","native","no",30,"private",38227,"bachelor"
5430,"male","native","no",NA,"private",43921,"high-school"
5431,"female","native","no",30,"public",50567,"high-school"
5432,"female","native","no",NA,NA,57305,"high-school"
5433,"female","native","no",NA,"charity",62152,"grade-school"
5434,"male","native",NA,NA,NA,130905,"high-school"
5435,"female","native",NA,NA,NA,109467,"grade-school"
5436,"female","native",NA,NA,NA,98685,"grade-school"
5437,"female","native","no",NA,NA,28094,"bachelor"
5438,"female","native","no",NA,NA,2075,"grade-school"
5439,"male","native","no",40,"private",66155,"high-school"
5440,"male","native","no",NA,NA,71501,"high-school"
5441,"male","native","no",40,"private",108636,"high-school"
5442,"male","native","no",45,"private",14738,"bachelor"
5443,"female","native",NA,NA,NA,35409,"grade-school"
5444,"female","native","no",NA,NA,125887,"grade-school"
5445,"female","foreign","no",NA,NA,12298,"grade-school"
5446,"male","native",NA,NA,NA,84706,"grade-school"
5447,"female","native","yes",NA,NA,9965,"grade-school"
5448,"male","native","no",40,"public",47219,"high-school"
5449,"male","native","no",40,"public",117991,"high-school"
5450,"female","native","no",20,"private",141412,"high-school"
5451,"male","native",NA,NA,NA,94803,"grade-school"
5452,"female","native","no",40,"private",106250,"master"
5453,"male","native",NA,NA,NA,9506,"grade-school"
5454,"female","native","no",40,"private",314233,"high-school"
5455,"female","native","no",70,"private",41971,"high-school"
5456,"female","native","no",40,"private",36105,"bachelor"
5457,"female","native","no",NA,NA,18984,"grade-school"
5458,"male","native","no",NA,NA,50813,"doctor"
5459,"female","native",NA,NA,NA,129493,"grade-school"
5460,"female","foreign","no",1,"private",77212,"bachelor"
5461,"male","native",NA,NA,NA,82648,"grade-school"
5462,"male","native","no",15,"private",79529,"grade-school"
5463,"female","native","no",40,"private",53228,"bachelor"
5464,"female","native","no",NA,NA,121270,"grade-school"
5465,"male","native","no",NA,NA,55613,"grade-school"
5466,"female","native","no",NA,NA,21628,"high-school"
5467,"male","native","no",40,"public",90016,"high-school"
5468,"female","native","no",NA,NA,0,"master"
5469,"female","native","no",45,"private",40557,"bachelor"
5470,"female","native","no",45,"private",110815,"bachelor"
5471,"male","native","no",NA,"private",32181,"high-school"
5472,"female","native","no",NA,NA,25341,"high-school"
5473,"female","native",NA,NA,NA,25216,"grade-school"
5474,"male","native","no",40,"private",126961,"high-school"
5475,"female","native","no",35,"public",98413,"high-school"
5476,"female","native","no",40,"private",66068,"high-school"
5477,"male","foreign","no",NA,"private",41470,"high-school"
5478,"male","foreign","no",NA,NA,65207,"grade-school"
5479,"female","native","no",40,"private",81265,"high-school"
5480,"male","native","no",50,"private",96315,"grade-school"
5481,"male","native","no",NA,"private",41761,"high-school"
5482,"male","native",NA,NA,NA,20287,"grade-school"
5483,"female","native","no",40,"private",122153,"high-school"
5484,"female","native","no",NA,NA,60405,"high-school"
5485,"female","native",NA,NA,NA,46339,"grade-school"
5486,"male","native","no",NA,NA,107144,"grade-school"
5487,"female","native","no",NA,NA,29260,"master"
5488,"female","native","no",NA,NA,39281,"grade-school"
5489,"female","native","no",NA,NA,9340,"high-school"
5490,"female","native","no",55,"charity",44115,"high-school"
5491,"male","foreign","no",NA,NA,1217,"high-school"
5492,"female","native","no",30,"public",283269,"doctor"
5493,"female","native","no",10,"public",196739,"high-school"
5494,"male","native","no",40,"private",30282,"high-school"
5495,"female","native",NA,NA,NA,9738,"grade-school"
5496,"female","native","no",NA,NA,5646,"high-school"
5497,"female","native",NA,NA,NA,32351,"grade-school"
5498,"male","native","no",NA,NA,130319,"high-school"
5499,"female","native",NA,NA,NA,275227,"grade-school"
5500,"male","native","no",NA,NA,21442,"high-school"
5501,"female","native","no",45,"public",119168,"master"
5502,"female","native",NA,NA,NA,117136,"grade-school"
5503,"male","native","no",NA,NA,13640,"high-school"
5504,"female","native",NA,NA,NA,67261,"grade-school"
5505,"male","foreign","no",35,"public",32599,"high-school"
5506,"male","native","no",40,"private",120575,"high-school"
5507,"female","native","no",NA,NA,32993,"high-school"
5508,"female","native","no",NA,NA,1459447,"master"
5509,"female","foreign","no",25,"private",11763,"high-school"
5510,"female","native","no",NA,"private",42134,"high-school"
5511,"female","foreign","no",40,"private",800943,"bachelor"
5512,"male","native","no",NA,NA,135875,"bachelor"
5513,"male","native","no",40,"private",199615,"bachelor"
5514,"male","native",NA,NA,NA,88429,"grade-school"
5515,"male","native","no",NA,NA,8003,"high-school"
5516,"male","native",NA,NA,NA,80707,"grade-school"
5517,"male","native","no",80,"private",68020,"high-school"
5518,"female","native","no",NA,NA,12684,"high-school"
5519,"female","native","no",NA,NA,460539,"master"
5520,"female","native",NA,NA,NA,14978,"grade-school"
5521,"male","native","no",NA,NA,90932,"high-school"
5522,"female","native","no",40,"private",54657,"high-school"
5523,"female","native","no",40,"private",1025965,"high-school"
5524,"male","native","no",30,"public",29376,"high-school"
5525,"male","foreign","no",NA,"charity",75845,"doctor"
5526,"male","foreign","no",66,"private",50112,"grade-school"
5527,"female","native","no",NA,NA,13739,"high-school"
5528,"female","native","no",40,"public",62048,"high-school"
5529,"male","native",NA,NA,NA,124733,"grade-school"
5530,"male","native","no",NA,NA,19392,"high-school"
5531,"male","native","no",NA,NA,74577,"grade-school"
5532,"male","native","no",40,"private",84530,"master"
5533,"male","native","no",40,"private",1203417,"grade-school"
5534,"male","native","no",NA,NA,45313,"high-school"
5535,"male","native","no",NA,NA,10008,"high-school"
5536,"male","native","no",45,"private",80233,"high-school"
5537,"female","foreign","no",35,"private",26972,"bachelor"
5538,"female","foreign","no",15,"private",37803,"bachelor"
5539,"female","native",NA,NA,NA,68702,"grade-school"
5540,"female","native","no",NA,NA,938,"grade-school"
5541,"male","native","no",40,"private",139813,"bachelor"
5542,"female","native","no",NA,NA,132731,"high-school"
5543,"male","native","no",NA,NA,5621,"high-school"
5544,"female","native",NA,NA,NA,131619,"grade-school"
5545,"female","foreign","no",35,"private",131649,"high-school"
5546,"female","foreign",NA,NA,NA,2459,"grade-school"
5547,"female","native","no",40,"public",107883,"high-school"
5548,"female","native","no",40,"charity",55169,"bachelor"
5549,"female","native","no",30,"private",6558,"high-school"
5550,"male","native",NA,NA,NA,53290,"grade-school"
5551,"female","native",NA,NA,NA,67940,"grade-school"
5552,"female","native",NA,NA,NA,96786,"grade-school"
5553,"male","foreign","no",NA,"private",33054,"grade-school"
5554,"female","native","no",NA,NA,6343,"high-school"
5555,"female","native",NA,NA,NA,4620,"grade-school"
5556,"female","native","no",NA,NA,139321,"bachelor"
5557,"male","native","no",16,"charity",215770,"doctor"
5558,"male","native","no",NA,NA,79075,"grade-school"
5559,"male","native",NA,NA,NA,137995,"grade-school"
5560,"female","native","no",40,"private",109552,"high-school"
5561,"female","foreign","no",40,"private",443018,"master"
5562,"female","native","no",45,"private",40605,"master"
5563,"female","native",NA,NA,NA,15312,"grade-school"
5564,"female","native","no",NA,"public",137543,"bachelor"
5565,"female","native","no",NA,NA,71539,"doctor"
5566,"male","native","no",NA,NA,62526,"doctor"
5567,"female","native","no",40,"private",114674,"high-school"
5568,"male","native","no",40,"public",57642,"bachelor"
5569,"female","native","no",NA,NA,54063,"high-school"
5570,"male","native","no",NA,NA,14424,"grade-school"
5571,"female","native",NA,NA,NA,100753,"grade-school"
5572,"female","foreign","no",NA,NA,60884,"grade-school"
5573,"female","native","no",40,"private",69167,"high-school"
5574,"male","native","no",15,"public",93549,"high-school"
5575,"male","native","no",40,"private",101122,"high-school"
5576,"male","foreign","no",40,"public",38577,"bachelor"
5577,"male","native",NA,NA,NA,93905,"grade-school"
5578,"male","native",NA,NA,NA,87288,"grade-school"
5579,"female","native","no",NA,NA,9311,"high-school"
5580,"female","native",NA,NA,NA,12247,"grade-school"
5581,"male","native","no",NA,NA,5883,"master"
5582,"male","native",NA,NA,NA,34764,"grade-school"
5583,"male","native","no",45,"private",76118,"high-school"
5584,"male","foreign","no",NA,NA,16674,"grade-school"
5585,"female","native","no",NA,NA,77539,"high-school"
5586,"female","native",NA,NA,NA,114627,"grade-school"
5587,"female","native","no",40,"private",9906,"high-school"
5588,"female","native","no",40,"private",124966,"bachelor"
5589,"female","native","no",26,"private",82409,"high-school"
5590,"male","native","no",40,"private",48524,"high-school"
5591,"male","native",NA,NA,NA,24376,"grade-school"
5592,"male","native","no",40,"private",133952,"bachelor"
5593,"male","foreign","no",NA,NA,74839,"master"
5594,"male","native",NA,NA,NA,43095,"grade-school"
5595,"female","native","no",NA,NA,260,"grade-school"
5596,"female","native","no",NA,NA,113547,"high-school"
5597,"male","foreign","no",40,"private",35057,"high-school"
5598,"male","native","no",NA,NA,52025,"grade-school"
5599,"male","native","no",NA,NA,22912,"grade-school"
5600,"male","native","no",NA,NA,125460,"bachelor"
5601,"female","native","no",40,"private",55182,"high-school"
5602,"female","native","yes",NA,NA,87414,"grade-school"
