"ID","sex","native","blind","hours","job","income","education"
8862,"female","native","no",35,"private",19131,"high-school"
8863,"female","native","no",40,"private",42507,"high-school"
8864,"female","foreign","yes",NA,NA,374023,"high-school"
8865,"female","native","no",40,"private",41285,"high-school"
8866,"male","native","no",40,"private",117247,"bachelor"
8867,"male","native","no",10,"private",28809,"high-school"
8868,"female","foreign","no",40,"private",15351,"grade-school"
8869,"female","native",NA,NA,NA,63833,"grade-school"
8870,"female","foreign","no",NA,"private",11282,"grade-school"
8871,"female","native","no",40,"private",133883,"high-school"
8872,"female","native","no",NA,NA,94194,"grade-school"
8873,"female","native","no",30,"private",22211,"high-school"
8874,"male","native","no",40,"private",32302,"high-school"
8875,"female","native","no",40,"private",133090,"bachelor"
8876,"female","foreign","no",NA,NA,59683,"high-school"
8877,"female","native","no",40,"public",37759,"high-school"
8878,"male","foreign","no",40,"private",20053,"grade-school"
8879,"female","native",NA,NA,NA,54851,"grade-school"
8880,"female","native","no",15,"private",6102,"high-school"
8881,"female","native","no",40,"private",68399,"bachelor"
8882,"female","native",NA,NA,NA,5013,"grade-school"
8883,"male","native","no",60,"private",76570,"high-school"
8884,"female","native","no",NA,NA,83054,"high-school"
8885,"female","native",NA,NA,NA,16267,"grade-school"
8886,"female","native","no",38,"private",32478,"high-school"
8887,"female","native",NA,NA,NA,78683,"grade-school"
8888,"female","native","no",NA,NA,49625,"high-school"
8889,"male","native",NA,NA,NA,33125,"grade-school"
8890,"male","native","no",40,"private",127418,"high-school"
8891,"female","native",NA,NA,NA,87833,"grade-school"
8892,"male","native","no",NA,"private",45742,"high-school"
8893,"male","native","no",NA,"private",47855,"high-school"
8894,"female","native","no",60,"private",66608,"high-school"
8895,"male","foreign","no",40,"private",94459,"doctor"
8896,"male","native","no",55,"private",329877,"high-school"
8897,"female","native","no",40,"private",46064,"high-school"
8898,"male","native",NA,NA,NA,69929,"grade-school"
8899,"female","native","no",40,"private",83328,"high-school"
8900,"female","native","yes",NA,"private",10274,"high-school"
8901,"male","native","no",NA,NA,13495,"grade-school"
8902,"male","foreign","no",20,"private",24380,"bachelor"
8903,"male","native","no",NA,NA,50525,"bachelor"
8904,"female","native","no",40,"private",113303,"high-school"
8905,"female","native","no",40,"private",43555,"bachelor"
8906,"male","native","no",40,"private",120397,"high-school"
8907,"male","foreign","no",40,"private",70268,"master"
8908,"female","native",NA,NA,NA,47522,"grade-school"
8909,"male","native","no",40,"public",88035,"high-school"
8910,"male","foreign","no",NA,NA,55613,"master"
8911,"male","native","no",NA,NA,24123,"high-school"
8912,"male","native","no",NA,NA,118719,"high-school"
8913,"female","native","no",40,"private",60666,"high-school"
8914,"male","native",NA,NA,NA,663845,"grade-school"
8915,"female","native",NA,NA,NA,90751,"grade-school"
8916,"male","native","no",35,"charity",367437,"doctor"
8917,"male","native","no",40,"private",120346,"high-school"
8918,"male","native","no",40,"public",82869,"high-school"
8919,"female","native","no",80,"private",42251,"high-school"
8920,"female","native","no",NA,NA,52626,"high-school"
8921,"female","native","no",24,"private",15586,"high-school"
8922,"male","native","no",40,"private",60975,"high-school"
8923,"male","foreign","no",40,"private",33541,"grade-school"
8924,"male","native","no",NA,NA,30628,"grade-school"
8925,"female","native","no",40,"private",17961,"high-school"
8926,"male","native","no",NA,NA,31136,"bachelor"
8927,"male","native","no",45,"public",103259,"master"
8928,"male","native","no",40,"private",51938,"grade-school"
8929,"male","native","no",40,"public",110034,"master"
8930,"male","native","no",50,"public",75280,"bachelor"
8931,"female","foreign","no",NA,NA,50008,"high-school"
8932,"female","native","no",36,"public",52026,"bachelor"
8933,"male","foreign",NA,NA,NA,1125510,"grade-school"
8934,"male","native","no",NA,NA,21924,"bachelor"
8935,"female","native","no",40,"private",20707,"high-school"
8936,"male","native","no",NA,NA,3616,"bachelor"
8937,"female","native","no",40,"private",95796,"bachelor"
8938,"female","native",NA,NA,NA,435741,"grade-school"
8939,"male","native","no",55,"private",146212,"high-school"
8940,"male","native","no",45,"private",78587,"bachelor"
8941,"male","foreign","no",40,"charity",111101,"doctor"
8942,"female","foreign","no",NA,"charity",775055,"high-school"
8943,"male","foreign","no",40,"private",65251,"high-school"
8944,"male","native","no",45,"private",560935,"master"
8945,"female","native","no",60,"charity",293749,"high-school"
8946,"female","native","no",NA,NA,20715,"bachelor"
8947,"male","native","no",40,"private",53802,"high-school"
8948,"female","native","no",NA,NA,25040,"grade-school"
8949,"female","foreign","no",NA,NA,170114,"master"
8950,"male","native","no",NA,NA,19347,"high-school"
8951,"male","native",NA,NA,NA,30138,"grade-school"
8952,"male","native","no",NA,"private",346,"high-school"
8953,"male","native","no",55,"private",115123,"bachelor"
8954,"male","native",NA,NA,NA,24812,"grade-school"
8955,"male","native","no",NA,NA,80358,"high-school"
8956,"female","native",NA,NA,NA,100443,"grade-school"
8957,"male","native","no",40,"private",12836,"bachelor"
8958,"female","foreign","no",NA,NA,33344,"high-school"
8959,"male","native","no",NA,NA,55663,"bachelor"
8960,"female","native","no",NA,NA,94943,"grade-school"
8961,"female","native","no",40,"private",361440,"bachelor"
8962,"female","native","no",NA,NA,10285,"high-school"
8963,"male","native",NA,NA,NA,166680,"grade-school"
8964,"male","foreign","no",NA,NA,21615,"high-school"
8965,"female","native","no",40,"private",100501,"high-school"
8966,"female","native","no",NA,"private",16379,"grade-school"
8967,"female","native","no",NA,NA,41078,"bachelor"
8968,"male","native","no",32,"private",94214,"high-school"
8969,"female","native","no",40,"private",16130,"high-school"
8970,"male","native",NA,NA,NA,52994,"grade-school"
8971,"male","native","no",NA,"private",713891,"grade-school"
8972,"male","native","no",NA,"private",39189,"high-school"
8973,"male","native","no",40,"private",266300,"bachelor"
8974,"male","native",NA,NA,NA,106421,"grade-school"
8975,"female","native","no",50,"private",148968,"high-school"
8976,"male","native","no",NA,NA,68298,"master"
8977,"male","native","no",40,"public",75737,"bachelor"
8978,"female","native","no",NA,NA,27428,"grade-school"
8979,"female","native","no",NA,NA,36442,"high-school"
8980,"male","native",NA,NA,NA,107456,"grade-school"
8981,"female","native","no",NA,NA,25384,"high-school"
8982,"female","native",NA,NA,NA,121757,"grade-school"
8983,"male","native","no",50,"private",140909,"bachelor"
8984,"male","native","no",35,"private",63644,"high-school"
8985,"female","foreign","no",55,"private",182147,"bachelor"
8986,"female","native","no",35,"private",10497,"grade-school"
8987,"male","foreign","no",40,"private",35727,"grade-school"
8988,"male","native","no",NA,NA,11446,"high-school"
8989,"male","native","no",NA,NA,128722,"grade-school"
8990,"male","foreign","no",NA,NA,57642,"high-school"
8991,"male","native","no",45,"public",81955,"bachelor"
8992,"male","native",NA,NA,NA,34764,"grade-school"
8993,"female","native","no",NA,NA,35523,"high-school"
8994,"female","native","no",25,"private",46724,"high-school"
8995,"female","foreign","no",NA,NA,51283,"master"
8996,"male","foreign",NA,NA,NA,68095,"grade-school"
8997,"male","native",NA,NA,NA,54004,"grade-school"
8998,"female","native","yes",NA,NA,32364,"high-school"
8999,"female","native","no",NA,NA,18002,"high-school"
9000,"female","native","no",40,"private",135169,"bachelor"
9001,"male","native",NA,NA,NA,158453,"grade-school"
9002,"male","native","no",48,"private",84871,"high-school"
9003,"female","native",NA,NA,NA,132852,"grade-school"
9004,"female","native","no",NA,NA,33623,"high-school"
9005,"female","native","no",40,"private",43184,"high-school"
9006,"female","native","no",NA,NA,19488,"high-school"
9007,"male","native","no",55,"private",341167,"doctor"
9008,"male","foreign","no",NA,"private",47853,"grade-school"
9009,"male","native","no",50,"private",75628,"high-school"
9010,"male","foreign","no",35,"private",46980,"high-school"
9011,"female","native","no",NA,NA,26202,"grade-school"
9012,"female","native",NA,NA,NA,19380,"grade-school"
9013,"female","native","no",45,"private",45160,"master"
9014,"female","native","no",NA,NA,92049,"master"
9015,"female","native","no",NA,NA,40889,"high-school"
9016,"male","native","no",14,"private",127187,"high-school"
9017,"female","native","no",NA,"private",148214,"bachelor"
9018,"female","native","no",40,"private",122783,"high-school"
9019,"male","native","no",40,"private",93680,"grade-school"
9020,"female","native",NA,NA,NA,59799,"grade-school"
9021,"male","native","no",NA,NA,15592,"high-school"
9022,"female","native",NA,NA,NA,76818,"grade-school"
9023,"male","native",NA,NA,NA,82234,"grade-school"
9024,"female","foreign","no",40,"private",31451,"high-school"
9025,"female","native","no",20,"private",129490,"bachelor"
9026,"female","foreign","no",NA,NA,33633,"high-school"
9027,"male","foreign","no",NA,"public",66072,"high-school"
9028,"female","foreign","no",NA,NA,76376,"master"
9029,"male","native","no",40,"public",80832,"high-school"
9030,"male","native","no",45,"private",96347,"bachelor"
9031,"female","native","no",24,"private",91179,"bachelor"
9032,"female","foreign","no",40,"private",65344,"high-school"
9033,"male","native","no",16,"private",59750,"high-school"
9034,"male","native",NA,NA,NA,70294,"grade-school"
9035,"female","native","no",40,"private",379721,"bachelor"
9036,"female","native","no",40,"public",413531,"doctor"
9037,"female","native","no",40,"public",44159,"high-school"
9038,"female","native","no",32,"private",122154,"bachelor"
9039,"male","native","no",50,"private",109540,"bachelor"
9040,"male","native","no",40,"private",55921,"bachelor"
9041,"male","native","no",40,"private",48722,"high-school"
9042,"male","native","no",40,"private",21069,"high-school"
9043,"female","native","no",NA,NA,7437,"high-school"
9044,"female","native","no",NA,NA,0,"high-school"
9045,"male","native","no",50,"private",53758,"master"
9046,"male","native",NA,NA,NA,125543,"grade-school"
9047,"male","native","no",40,"private",185245,"high-school"
9048,"female","native","no",40,"public",82950,"high-school"
9049,"male","native","no",50,"private",16576,"master"
9050,"male","foreign","no",40,"charity",68816,"grade-school"
9051,"male","native",NA,NA,NA,38083,"grade-school"
9052,"female","native","no",40,"private",22792,"grade-school"
9053,"female","native","no",37,"private",33910,"high-school"
9054,"male","native",NA,NA,NA,87794,"grade-school"
9055,"male","native","no",40,"private",49773,"high-school"
9056,"male","foreign","no",NA,NA,32626,"grade-school"
9057,"female","native","no",20,"private",8173,"high-school"
9058,"female","native","no",50,"public",41376,"master"
9059,"female","native","no",NA,NA,24482,"high-school"
9060,"female","native","no",NA,NA,120305,"master"
9061,"female","native","no",20,"private",2592,"high-school"
9062,"male","native","no",NA,NA,39708,"high-school"
9063,"female","foreign","no",NA,NA,45085,"master"
9064,"female","native","no",40,"public",66184,"high-school"
9065,"female","native",NA,NA,NA,763540,"grade-school"
9066,"female","native","no",NA,NA,122818,"master"
9067,"male","native","no",NA,NA,32685,"high-school"
9068,"male","native","no",40,"private",60300,"bachelor"
9069,"female","native",NA,NA,NA,650,"grade-school"
9070,"female","native","no",NA,NA,68303,"grade-school"
9071,"female","native","no",40,"charity",39029,"high-school"
9072,"male","native",NA,NA,NA,39130,"grade-school"
9073,"female","native","no",50,"private",704082,"master"
9074,"female","native","no",NA,"private",84807,"high-school"
9075,"male","native",NA,NA,NA,42230,"grade-school"
9076,"female","native","no",11,"private",53739,"high-school"
9077,"male","native","no",40,"private",66411,"bachelor"
9078,"male","native","no",40,"private",116342,"high-school"
9079,"male","native","no",45,"public",116207,"high-school"
9080,"male","native","no",40,"private",38235,"grade-school"
9081,"male","native","no",NA,NA,74775,"high-school"
9082,"female","native",NA,NA,NA,60246,"grade-school"
9083,"male","native","no",75,"private",61526,"high-school"
9084,"female","native","no",40,"private",130825,"high-school"
9085,"female","native","no",NA,NA,28947,"high-school"
9086,"female","native","no",40,"private",69165,"high-school"
9087,"male","native","no",NA,NA,25978,"grade-school"
9088,"female","native",NA,NA,NA,53123,"grade-school"
9089,"male","native","no",NA,NA,49826,"high-school"
9090,"female","native","no",NA,NA,27414,"bachelor"
9091,"male","native","no",NA,NA,18754,"grade-school"
9092,"female","native","no",16,"private",21501,"high-school"
9093,"male","native","no",40,"private",73609,"high-school"
9094,"male","native",NA,NA,NA,98213,"grade-school"
9095,"female","native","no",NA,NA,100355,"high-school"
9096,"female","native","no",NA,NA,4179,"high-school"
9097,"male","native","no",NA,NA,120766,"high-school"
9098,"male","native","no",NA,NA,27092,"high-school"
9099,"female","native","no",10,"private",98272,"master"
9100,"male","native","no",NA,"private",6480,"grade-school"
9101,"female","foreign","no",65,"private",109918,"high-school"
9102,"male","native",NA,NA,NA,219040,"grade-school"
9103,"female","native",NA,NA,NA,12978,"grade-school"
9104,"female","native",NA,NA,NA,20777,"grade-school"
9105,"male","foreign","no",40,"private",54080,"bachelor"
9106,"male","foreign","no",NA,NA,46071,"grade-school"
9107,"male","native","no",NA,NA,40945,"high-school"
9108,"female","native","no",38,"charity",31548,"high-school"
9109,"male","native",NA,NA,NA,208877,"grade-school"
9110,"female","native","no",36,"private",118419,"high-school"
9111,"female","native","yes",NA,NA,35660,"high-school"
9112,"male","native","no",NA,"private",48666,"high-school"
9113,"female","native","no",8,"public",84542,"high-school"
9114,"male","native","no",40,"private",27396,"high-school"
9115,"female","native","no",36,"private",50414,"high-school"
9116,"male","native","no",NA,NA,136704,"grade-school"
9117,"female","native",NA,NA,NA,5779,"grade-school"
9118,"female","native","no",NA,NA,14256,"high-school"
9119,"male","native",NA,NA,NA,29269,"grade-school"
9120,"male","native","no",8,"private",184840,"high-school"
9121,"female","foreign","yes",NA,NA,3855,"grade-school"
9122,"male","native","no",40,"public",126111,"bachelor"
9123,"female","native","no",40,"private",84191,"high-school"
9124,"female","native","no",NA,NA,41875,"high-school"
9125,"female","native","no",NA,NA,58880,"high-school"
9126,"female","native","no",35,"private",899439,"high-school"
9127,"female","native","no",35,"charity",81169,"bachelor"
9128,"female","native","no",48,"public",86630,"doctor"
9129,"female","native","no",NA,NA,25376,"bachelor"
9130,"female","foreign","no",25,"private",68836,"high-school"
9131,"female","native","no",40,"private",133501,"high-school"
9132,"male","native",NA,NA,NA,14982,"grade-school"
9133,"female","native","yes",NA,NA,4134,"grade-school"
9134,"male","native","no",50,"private",85105,"high-school"
9135,"female","native",NA,NA,NA,61470,"grade-school"
9136,"male","native",NA,NA,NA,94241,"grade-school"
9137,"female","native","no",45,"private",73086,"bachelor"
9138,"male","native","no",40,"private",22464,"high-school"
9139,"female","foreign",NA,NA,NA,40259,"grade-school"
9140,"male","native","no",60,"private",186196,"high-school"
9141,"female","native","no",60,"private",636273,"master"
9142,"male","native","no",40,"private",24809,"high-school"
9143,"female","native","no",15,"charity",29583,"high-school"
9144,"female","native","no",NA,NA,42653,"bachelor"
9145,"male","native","no",40,"private",11312,"high-school"
9146,"male","native",NA,NA,NA,24832,"grade-school"
9147,"male","native","no",40,"private",127369,"bachelor"
9148,"female","native","no",NA,NA,44472,"grade-school"
9149,"male","native","no",NA,NA,19371,"high-school"
9150,"female","foreign","no",NA,NA,52485,"grade-school"
9151,"male","foreign","no",60,"private",68896,"high-school"
9152,"female","native","no",40,"private",23723,"high-school"
9153,"female","native",NA,NA,NA,17281,"grade-school"
9154,"male","native","no",NA,NA,29976,"high-school"
9155,"female","native","no",40,"private",45165,"high-school"
9156,"male","native","no",40,"private",148211,"bachelor"
9157,"male","native",NA,NA,NA,85187,"grade-school"
9158,"female","native","no",NA,NA,45069,"master"
9159,"male","native","no",40,"private",67032,"grade-school"
9160,"female","foreign","no",NA,NA,30830,"grade-school"
9161,"male","native","no",30,"private",34869,"bachelor"
9162,"female","native",NA,NA,NA,41118,"grade-school"
9163,"male","native","no",NA,"private",25223,"high-school"
9164,"female","foreign","no",36,"private",9142,"grade-school"
9165,"male","foreign","no",45,"private",121891,"high-school"
9166,"male","native","yes",NA,NA,50450,"bachelor"
9167,"male","native","no",NA,NA,3237,"grade-school"
9168,"female","native","no",NA,"private",38761,"high-school"
9169,"female","native","no",NA,NA,7142,"high-school"
9170,"male","native","no",40,"public",391887,"high-school"
9171,"female","foreign","no",NA,NA,387309,"high-school"
9172,"female","native","no",NA,NA,50618,"grade-school"
9173,"male","native","no",NA,NA,68804,"high-school"
9174,"male","native","no",NA,"private",3015,"high-school"
9175,"male","foreign","no",40,"private",55612,"high-school"
9176,"male","native","no",NA,NA,73915,"high-school"
9177,"female","native","no",NA,NA,21704,"high-school"
9178,"female","native",NA,NA,NA,34384,"grade-school"
9179,"male","native",NA,NA,NA,11737,"grade-school"
9180,"female","native","no",40,"public",142729,"master"
9181,"male","foreign","no",NA,NA,44656,"bachelor"
9182,"male","native",NA,NA,NA,102855,"grade-school"
9183,"female","native","no",NA,NA,72780,"bachelor"
9184,"male","native","no",25,"private",48053,"grade-school"
9185,"female","native","no",40,"private",54910,"bachelor"
9186,"female","native","no",NA,NA,18632,"high-school"
9187,"male","native","no",40,"private",32941,"high-school"
9188,"female","native","no",8,"public",51427,"grade-school"
9189,"female","native","no",NA,NA,129589,"bachelor"
9190,"male","native","no",NA,NA,142066,"high-school"
9191,"female","native",NA,NA,NA,35172,"grade-school"
9192,"female","native","no",NA,NA,2143,"high-school"
9193,"male","foreign","no",40,"private",72565,"grade-school"
9194,"male","native","no",40,"private",128359,"master"
9195,"female","native","no",8,"private",145299,"bachelor"
9196,"male","native","no",NA,NA,55380,"grade-school"
9197,"female","native","no",NA,NA,6308,"high-school"
9198,"male","native",NA,NA,NA,86874,"grade-school"
9199,"male","native","no",NA,NA,23657,"high-school"
9200,"female","native","no",NA,NA,136179,"high-school"
9201,"male","native","no",50,"private",74838,"high-school"
9202,"male","native",NA,NA,NA,31750,"grade-school"
9203,"male","native",NA,NA,NA,213153,"grade-school"
9204,"female","native","no",NA,NA,30407,"bachelor"
9205,"female","native","no",NA,NA,69750,"grade-school"
9206,"male","native","no",40,"private",97679,"high-school"
9207,"female","native","no",NA,NA,23049,"high-school"
9208,"male","native","no",NA,NA,44662,"high-school"
9209,"male","native","no",40,"private",49994,"master"
9210,"female","native","no",40,"private",27517,"high-school"
9211,"female","native","no",65,"private",117484,"high-school"
9212,"male","native","no",NA,NA,24130,"bachelor"
9213,"female","native","no",38,"public",94151,"high-school"
9214,"female","foreign",NA,NA,NA,119470,"grade-school"
9215,"female","foreign","no",NA,NA,1526,"high-school"
9216,"male","native","no",NA,NA,43284,"bachelor"
9217,"female","native","no",40,"private",144514,"high-school"
9218,"female","native",NA,NA,NA,47741,"grade-school"
9219,"male","native","no",NA,NA,619243,"bachelor"
9220,"female","foreign","no",40,"private",73696,"grade-school"
9221,"male","native",NA,NA,NA,146515,"grade-school"
9222,"female","native","no",40,"charity",61719,"high-school"
9223,"male","native","no",25,"private",88635,"high-school"
9224,"male","native","no",35,"private",29928,"high-school"
9225,"male","native","no",40,"private",96617,"high-school"
9226,"male","native","no",40,"public",139787,"master"
9227,"male","native",NA,NA,NA,15792,"grade-school"
9228,"female","native","no",40,"public",49897,"high-school"
9229,"male","native","no",35,"private",84262,"bachelor"
9230,"female","native","yes",NA,NA,28605,"grade-school"
9231,"male","native","no",40,"private",107815,"high-school"
9232,"female","native","no",45,"private",69489,"high-school"
9233,"female","native","no",NA,NA,78605,"grade-school"
9234,"male","native","no",NA,NA,62480,"high-school"
9235,"female","native","no",NA,NA,124899,"high-school"
9236,"female","native","no",NA,NA,9061,"high-school"
9237,"female","native","no",NA,NA,30948,"high-school"
9238,"male","native","no",30,"public",13301,"high-school"
9239,"female","native","no",15,"private",101763,"doctor"
9240,"female","native","no",NA,NA,27369,"high-school"
9241,"male","native","no",NA,NA,76062,"doctor"
9242,"female","native","no",40,"private",0,"bachelor"
9243,"male","foreign","no",40,"private",24799,"high-school"
9244,"female","native",NA,NA,NA,22036,"grade-school"
9245,"male","native","no",40,"private",57412,"high-school"
9246,"male","native","no",50,"private",79347,"bachelor"
9247,"male","native","no",10,"charity",26605,"high-school"
9248,"female","native","no",40,"private",45134,"bachelor"
9249,"female","native","no",NA,NA,25849,"grade-school"
9250,"female","native","no",55,"private",28038,"bachelor"
9251,"female","native","no",NA,NA,5024,"high-school"
9252,"male","native","no",60,"public",16560,"master"
9253,"female","native","no",40,"private",34685,"high-school"
9254,"female","native","no",NA,NA,73905,"grade-school"
9255,"male","native","no",NA,NA,12394,"high-school"
9256,"male","native","yes",NA,NA,41283,"grade-school"
9257,"male","native","no",NA,NA,653337,"master"
9258,"male","native",NA,NA,NA,16181,"grade-school"
9259,"male","native","no",50,"private",105083,"master"
9260,"female","native",NA,NA,NA,16702,"grade-school"
9261,"female","native","no",10,"private",42730,"bachelor"
9262,"male","native","no",70,"private",398157,"bachelor"
9263,"female","native",NA,NA,NA,92907,"grade-school"
9264,"male","native","no",80,"private",30725,"master"
9265,"male","foreign",NA,NA,NA,5207,"grade-school"
9266,"female","native","no",40,"private",92600,"master"
9267,"female","native",NA,NA,NA,57776,"grade-school"
9268,"female","native","no",NA,NA,33381,"high-school"
9269,"female","foreign","no",10,"charity",54019,"high-school"
9270,"female","native","no",40,"charity",82449,"high-school"
9271,"female","foreign","no",NA,NA,22747,"high-school"
9272,"female","native",NA,NA,NA,91385,"grade-school"
9273,"male","native","no",NA,"private",103543,"bachelor"
9274,"male","native","no",40,"private",441442,"high-school"
9275,"male","native","no",NA,NA,30370,"grade-school"
9276,"male","native",NA,NA,NA,82364,"grade-school"
9277,"female","native","no",NA,NA,125692,"high-school"
9278,"male","native","no",NA,NA,493474,"bachelor"
9279,"male","native","no",NA,"charity",57261,"bachelor"
9280,"female","foreign","no",NA,NA,803889,"bachelor"
9281,"female","native",NA,NA,NA,81044,"grade-school"
9282,"male","native","no",NA,NA,55211,"grade-school"
9283,"male","native","no",NA,NA,29980,"bachelor"
9284,"female","native","no",16,"private",38558,"high-school"
9285,"male","native","no",NA,NA,54278,"high-school"
9286,"male","native",NA,NA,NA,31134,"grade-school"
9287,"female","native","no",30,"private",65181,"high-school"
9288,"female","native","no",36,"charity",37573,"high-school"
9289,"female","native","no",NA,NA,34028,"high-school"
9290,"female","native","no",NA,NA,54783,"master"
9291,"female","native","no",58,"public",86864,"bachelor"
9292,"female","native",NA,NA,NA,142284,"grade-school"
9293,"male","foreign","no",40,"private",77841,"grade-school"
9294,"female","native","no",40,"private",73998,"high-school"
9295,"female","native","no",40,"private",62869,"high-school"
9296,"male","native","no",50,"private",915870,"master"
9297,"female","native",NA,NA,NA,33470,"grade-school"
9298,"male","native","no",40,"private",108911,"high-school"
9299,"male","foreign","no",40,"private",84898,"high-school"
9300,"female","native","no",NA,NA,6377,"high-school"
9301,"male","native","no",40,"public",95332,"high-school"
9302,"female","native","no",55,"public",98768,"high-school"
9303,"female","native","no",NA,NA,9482,"high-school"
9304,"female","native",NA,NA,NA,36759,"grade-school"
9305,"male","native","no",NA,NA,46963,"master"
9306,"female","native","no",NA,NA,39727,"master"
9307,"male","native",NA,NA,NA,67486,"grade-school"
9308,"female","foreign","no",NA,NA,793,"grade-school"
9309,"male","native","no",50,"private",88417,"bachelor"
9310,"male","native","no",40,"private",37192,"grade-school"
9311,"female","native","no",NA,NA,48378,"grade-school"
9312,"male","native","no",40,"private",37374,"high-school"
9313,"female","native",NA,NA,NA,134830,"grade-school"
9314,"female","native","no",NA,NA,0,"high-school"
9315,"female","native","no",NA,NA,32582,"bachelor"
9316,"male","native",NA,NA,NA,32854,"grade-school"
9317,"female","native","no",40,"public",68141,"high-school"
9318,"female","native","no",NA,NA,26669,"high-school"
9319,"male","native",NA,NA,NA,70965,"grade-school"
9320,"male","native","no",30,"private",11378,"high-school"
9321,"female","native","no",NA,NA,15025,"grade-school"
9322,"male","native","no",30,"private",72907,"high-school"
9323,"female","native",NA,NA,NA,38815,"grade-school"
9324,"female","native","no",40,"public",11829,"high-school"
9325,"male","native","no",40,"private",136851,"high-school"
9326,"female","native","no",NA,NA,31564,"grade-school"
9327,"female","foreign","no",20,"private",22434,"high-school"
9328,"male","native","no",40,"private",78537,"high-school"
9329,"male","native","no",40,"private",223614,"bachelor"
9330,"male","native","no",25,"private",44131,"high-school"
9331,"female","native","no",40,"private",161494,"bachelor"
9332,"female","native","no",40,"charity",138061,"bachelor"
9333,"female","native","no",35,"private",15025,"high-school"
9334,"female","native",NA,NA,NA,36435,"grade-school"
9335,"female","native","no",30,"private",1041,"high-school"
9336,"female","native","no",NA,NA,5704,"grade-school"
9337,"male","native","no",40,"public",35010,"bachelor"
9338,"male","native",NA,NA,NA,50623,"grade-school"
9339,"male","native","no",NA,"private",76663,"high-school"
9340,"female","native","no",40,"private",789735,"master"
9341,"female","native","no",15,"public",30039,"high-school"
9342,"male","foreign","no",36,"public",46008,"bachelor"
9343,"male","native","no",40,"private",800466,"doctor"
9344,"female","native","no",48,"private",248151,"bachelor"
9345,"female","native","no",50,"private",501157,"bachelor"
9346,"male","native","no",40,"private",247157,"high-school"
9347,"male","native",NA,NA,NA,12125,"grade-school"
9348,"female","native","no",NA,NA,985780,"high-school"
9349,"male","foreign","no",40,"private",64456,"high-school"
9350,"male","native","no",15,"public",89425,"high-school"
9351,"male","native",NA,NA,NA,124693,"grade-school"
9352,"male","native",NA,NA,NA,97252,"grade-school"
9353,"female","native","no",NA,NA,17745,"high-school"
9354,"female","native","no",55,"private",410650,"master"
9355,"male","native","no",20,"private",28525,"high-school"
9356,"male","native","no",NA,NA,5413,"high-school"
9357,"female","native","no",NA,NA,50743,"high-school"
9358,"male","native","no",42,"private",97085,"high-school"
9359,"male","foreign","no",NA,"private",53554,"high-school"
9360,"female","native","no",NA,NA,75228,"master"
9361,"female","foreign","no",NA,NA,52008,"grade-school"
9362,"male","native",NA,NA,NA,61526,"grade-school"
9363,"female","native","no",40,"private",0,"high-school"
9364,"male","foreign","no",70,"private",21657,"high-school"
9365,"male","native","no",NA,NA,31303,"high-school"
9366,"male","native","no",40,"private",114126,"high-school"
9367,"male","native","no",40,"public",60275,"grade-school"
9368,"male","native","no",40,"private",143869,"doctor"
9369,"female","native","no",NA,NA,34561,"doctor"
9370,"female","native","no",NA,NA,120082,"high-school"
9371,"male","native","no",40,"private",76699,"high-school"
9372,"male","native",NA,NA,NA,85123,"grade-school"
9373,"female","native","no",NA,NA,10567,"high-school"
9374,"female","foreign","no",NA,NA,25099,"grade-school"
9375,"male","native","no",40,"private",68438,"high-school"
9376,"female","native",NA,NA,NA,14097,"grade-school"
9377,"female","native",NA,NA,NA,98444,"grade-school"
9378,"female","native","no",60,"public",115939,"doctor"
9379,"male","native","no",NA,NA,65740,"bachelor"
9380,"male","native","no",36,"private",106221,"high-school"
9381,"female","native","no",NA,NA,41735,"grade-school"
9382,"male","foreign","no",NA,NA,39949,"master"
9383,"male","native",NA,NA,NA,114983,"grade-school"
9384,"female","native","no",40,"charity",66429,"high-school"
9385,"female","native","no",40,"private",39449,"high-school"
9386,"male","native","no",40,"private",18455,"grade-school"
9387,"male","native",NA,NA,NA,99250,"grade-school"
9388,"male","native",NA,NA,NA,16031,"grade-school"
9389,"male","native","no",52,"private",108254,"high-school"
9390,"female","native","no",40,"public",83738,"bachelor"
9391,"male","native","no",20,"private",142232,"bachelor"
9392,"female","native","no",NA,NA,80406,"master"
9393,"female","native","no",NA,NA,3514,"high-school"
9394,"female","native","no",25,"private",15213,"high-school"
9395,"male","native","no",40,"private",67018,"high-school"
9396,"male","native","no",20,"public",41286,"high-school"
9397,"female","native",NA,NA,NA,46591,"grade-school"
9398,"male","native","no",50,"public",125575,"high-school"
9399,"male","native","no",40,"private",103069,"bachelor"
9400,"female","native","no",27,"private",139315,"doctor"
9401,"female","native","no",40,"private",85829,"high-school"
9402,"male","native","no",NA,NA,41689,"bachelor"
9403,"female","native",NA,NA,NA,33096,"grade-school"
9404,"male","native","no",40,"private",85404,"high-school"
9405,"male","native","no",45,"charity",109116,"bachelor"
9406,"male","native","no",20,"private",81056,"high-school"
9407,"male","native","no",NA,NA,66355,"bachelor"
9408,"male","native","no",40,"private",73890,"high-school"
9409,"male","native","no",40,"private",88268,"high-school"
9410,"female","native","no",40,"public",56132,"high-school"
9411,"female","native","no",42,"private",16851,"high-school"
9412,"male","native",NA,NA,NA,139898,"grade-school"
9413,"female","native","no",NA,NA,0,"high-school"
9414,"female","native","no",40,"private",67038,"master"
